ID	Target	Tweet	Stance
143	Are E-Cigarettes safe?	Diacetyl, a flavoring chemical linked to cases of severe respiratory disease, was found in more than 75 percent of flavored electronic cigarettes and refill liquids tested by researchers at Harvard.	AGAINST
314	Are E-Cigarettes safe?	What studies the FDA has done have focused on limited lab studies of certain sample products on which they found significant quality control issues in the way these items are manufactured.	AGAINST
97	Are E-Cigarettes safe?	As of 2015, the long-term issues of e-cigarettes on both mother and unborn baby are unknown.	AGAINST
248	Are E-Cigarettes safe?	E-cigs are battery-powered devices that heat a liquid nicotine solution in a disposable cartridge and create a vapor that is inhaled.	NONE
68	Are E-Cigarettes safe?	There is no long-term research concerning the cancer risk related to the small level of exposure to the identified carcinogens that may be in e-cigarette vapor.	NONE
23	Are E-Cigarettes safe?	 choking on e-cigarette components is also a potential hazard.	AGAINST
37	Are E-Cigarettes safe?	Some batteries are not well designed, are made with poor quality components, or have defects.	NONE
144	Are E-Cigarettes safe?	There are currently more than 7,000 varieties of flavored e-cigarettes and e-juice (nicotine-containing liquid that is used in refillable devices) on the market.	NONE
122	Are E-Cigarettes safe?	Inhaling vapors of diacetyl, a chemical that�s used to flavor e-cigarette products such as Cotton Candy and many others, may lead to a respiratory disease called bronchiolitis obliterans.	AGAINST
335	Are E-Cigarettes safe?	In fact, some e-cigarettes contain nicotine levels comparable to those in regular cigarettes.	AGAINST
182	Are E-Cigarettes safe?	e-Cigarettes, hookahs and cigars are safe alternatives.	FAVOR
67	Are E-Cigarettes safe?	Concerns about the carcinogenicity of e-cigarettes arise from both nicotine and from other chemicals that may be in the vapor.	AGAINST
305	Are E-Cigarettes safe?	Given that e-cigarettes are being touted as a replacement for smoking and thus presumably for long term use rather than short term use as a tool to quit smoking, this is a rather glaring problem.	AGAINST
371	Are E-Cigarettes safe?	The FDA does not currently regulate e-cigarettes.	NONE
229	Are E-Cigarettes safe?	There is no serious scientific dispute on this point, although people who should know better often pretend otherwise.	NONE
234	Are E-Cigarettes safe?	E-cigarette alarmists like to cite CDC survey data indicating that �e-cigarette use among students doubled in the last year,� as 40 state attorneys general noted last month in a letter to the FDA.	NONE
365	Are E-Cigarettes safe?	Researchers tested 51 e-cigarette flavorings and found chemicals linked to lung disease in 47 of them.	AGAINST
209	Are E-Cigarettes safe?	E-cigarettes, which at their simplest consist of a battery, an atomizer and a cartridge, produce a vapor that is inhaled and then exhaled by the user.	NONE
125	Are E-Cigarettes safe?	Greek researchers found last year in a different study that diacetyl is found in 70% of European e-cigarette brands.	AGAINST
146	Are E-Cigarettes safe?	E-cigarettes are not currently regulated, although the U.S. Food and Drug Administration (FDA) has issued a proposed rule to include e-cigarettes under its authority to regulate certain tobacco and nicotine-containing products.	NONE
253	Are E-Cigarettes safe?	A study in the journal Addiction, published in June, found that the vapor used in e-cigs �can contain some of the toxicants present in tobacco smoke, but at levels which are much lower.� .	FAVOR
86	Are E-Cigarettes safe?	The levels were above that of nicotine replacement product users.	NONE
347	Are E-Cigarettes safe?	The report said, �Some studies have found that bystanders absorb more nicotine from vapor than from tobacco smoke.�  . 	AGAINST
219	Are E-Cigarettes safe?	Though e-cigarette vapor contains far fewer free radicals than cigarette smoke�1 percent as much�their presence in e-cigarettes still suggests potential health risks that merit further study, the researchers say.	FAVOR
411	Are E-Cigarettes safe?	Scientific studies advocate caution before designating e-cigarettes as beneficial but vapers continue to believe they are beneficial.	FAVOR
227	Are E-Cigarettes safe?	But the �tobacco product� label does not really fit either, because e-cigarettes do not contain any tobacco, delivering nicotine in a propylene glycol vapor instead of burning dried vegetable matter.	NONE
268	Are E-Cigarettes safe?	Many people are using e-cigarettes to help stop smoking, but the devices have not yet been regulated in the same way as products like nicotine patches.	NONE
386	Are E-Cigarettes safe?	E-cigarette battery explosions are caused by an increase in internal battery temperature and some have resulted in severe skin burns.	AGAINST
183	Are E-Cigarettes safe?	All tobacco products, including e-cigarettes and hookahs, have nicotine, whose highly addictive properties make these products harmful.	NONE
289	Are E-Cigarettes safe?	Not all e-cigarettes use propylene glycol as the vaporizing agent (for example, blu e-cigarettes use vegetable glycerin instead), although many do, along with flavors designed to make the vapor more pleasant and attractive, such as menthol, vanilla, cherry, coffee bean, chocolate, apple, and, yes, various kinds of tobacco.	NONE
391	Are E-Cigarettes safe?	Normal usage of e-cigarettes generates very low levels of formaldehyde, a substance believed to be carcinogenic.	FAVOR
225	Are E-Cigarettes safe?	After that effort was blocked by a federal judge and an appeals court, the agency announced that it would instead regulate e-cigarettes as tobacco products.	NONE
299	Are E-Cigarettes safe?	Most e-cigarette surveys have reported successful reduction in smoking and benign side effects, such as dry mouth, throat irritation, dry cough, vertigo, headache, and nausea.	FAVOR
129	Are E-Cigarettes safe?	Vapers could be at risk of developing the deadly disease �popcorn lung� after scientists found a toxic chemical in 75 per cent of flavoured electronic cigarettes.	AGAINST
38	Are E-Cigarettes safe?	Rare major injuries have occurred from battery explosions and fires.	NONE
11	Are E-Cigarettes safe?	A 2014 Cochrane review found no serious adverse effects from e-cigarette have been reported in trials.	FAVOR
327	Are E-Cigarettes safe?	Many scientists, such as those working with Public Health England, therefore think the risks are likely to be low � and certainly much lower than with normal cigarettes	FAVOR
185	Are E-Cigarettes safe?	Unlike cigarette smoke, nearly all of the nicotine is absorbed in vaping.	NONE
239	Are E-Cigarettes safe?	Smoking cigarettes is known to cause damage to every organ in your body, and smoking-related illnesses are responsible for one out of every five deaths in the U.S.	NONE
112	Are E-Cigarettes safe?	Although studies show only 15% of American�s regularly smoke, the emergence of e-cigarettes and �vaping� has taken the smoking industry by storm.	NONE
179	Are E-Cigarettes safe?	Formaldehyde is a known to cause coughing, wheezing, irritation, and cancer.	AGAINST
320	Are E-Cigarettes safe?	electronic cigarette use is growing at a significant rate globally, particularly among young people major tobacco companies now own and promote major electronic cigarette brands.	NONE
278	Are E-Cigarettes safe?	The build-up of fatty deposits in the artery wall reduces blood flow, causing blood clots, heart failure, strokes, high blood pressure, renal failure, leg pains and aneurysm (swelling of blood vessels).	NONE
338	Are E-Cigarettes safe?	Some public health experts have welcomed e-cigarettes as a way to prevent young people from starting to smoke traditional tobacco cigarettes and to help longtime smokers give up the habit entirely.	FAVOR
117	Are E-Cigarettes safe?	There is no conclusive evidence to support that vaping can be any more effective at helping a traditional smoker quit than traditional nicotine replacement therapies such as patches and gums.	NONE
380	Are E-Cigarettes safe?	The long-term effects of e-cigarette use are unknown.	NONE
286	Are E-Cigarettes safe?	In a relatively short period of times, selling e-cigarettes has become big business.	NONE
397	Are E-Cigarettes safe?	While they are likely less harmful than tobacco cigarettes, e-cigarettes cannot be regarded as harmless.	FAVOR
297	Are E-Cigarettes safe?	There really is a dearth of evidence one way or the other regarding the safety of e-cigarettes.	AGAINST
233	Are E-Cigarettes safe?	 Boston University public-health professor Michael Siegel, who supports vaping as a harm-reducing alternative to smoking, notes that �we actually have a much better idea what is in electronic cigarette vapor than what is in tobacco smoke.� 	FAVOR
374	Are E-Cigarettes safe?	There is little data about their health effects, and considerable variability between vaporizers and in quality of their liquid ingredients and thus the contents of the aerosol delivered to the user.	NONE
311	Are E-Cigarettes safe?	Making definitive statements about the safety or efficacy of e-cigarettes is not an evidence-based stance.	AGAINST
164	Are E-Cigarettes safe?	The Harvard School of Public Health study found that flavoring chemicals used in vaping products can result in cases of lymphocytic bronchiolitis, also known as �Popcorn Lung,� an irreversible condition previously identified in workers at microwave popcorn plants.	AGAINST
262	Are E-Cigarettes safe?	 Dr. Michael Katz said the FDA should regulate e-cigs as a drug-delivery device, and that e-cigs should not be allowed to be used in public places where traditional cigarettes has been banned.	NONE
136	Are E-Cigarettes safe?	While e-cigarette vapor does not contain many of the toxic substances that are known to be present in cigarette smoke, it's still important for us to figure out and to minimize the potential dangers that are associated with e-cigarettes.	FAVOR
154	Are E-Cigarettes safe?	The increased risk of popcorn lung could add to the debate over e-cigarettes and restriction of their use.	AGAINST
199	Are E-Cigarettes safe?	"The condition is�sometimes called ""popcorn lung"" because over ten years ago it was discovered in workers who inhaled artificial butter flavour in microwave popcorn processing facilities."	NONE
197	Are E-Cigarettes safe?	There are also concerns that their candy and fruit flavours may appeal to youths and put them at risk of addiction.	NONE
405	Are E-Cigarettes safe?	"Health Canada has stated that, ""their safety, quality, and efficacy remain unknown."""	NONE
2	Are E-Cigarettes safe?	"The Canadian Cancer Society has stated that, ""A few studies have shown that there may be low levels of harmful substances in some e-cigarettes, even if they don�t have nicotine."""	AGAINST
232	Are E-Cigarettes safe?	Even the US Centers for Disease Control and Prevention, which recently cited increased consumption of e-cigarettes while urging the FDA to regulate them, concedes that �e-cigarettes appear to have far fewer of the toxins found in smoke compared to traditional cigarettes.�	FAVOR
204	Are E-Cigarettes safe?	The perception that e-cigarettes pose little health risk is so entrenched that some smokers are switching from cigarettes to e-cigarettes.	FAVOR
115	Are E-Cigarettes safe?	Studies showed the formaldehyde levels can ultimately cause a cancer, commonly referred to as �popcorn lung.�	AGAINST
384	Are E-Cigarettes safe?	e-cigarettes use poses serious threats to adolescents and fetuses.	AGAINST
255	Are E-Cigarettes safe?	�Long-term health effects of e-cigs are unknown, but compared with cigarettes, they are likely to be much less, if at all, harmful to users or bystanders,� the researchers said in the study in Addiction.	FAVOR
26	Are E-Cigarettes safe?	Poison center calls in the US related to e-cigarettes was one call per month in September 2010 to over 200 calls per month in February 2014.	AGAINST
120	Are E-Cigarettes safe?	�Harvard researchers have looked closely at some of the other chemicals found in e-cigarette liquids and have connected one of them to a deadly lung disease.	AGAINST
317	Are E-Cigarettes safe?	They get rid of the 4000 other carcinogenic chemicals included in every traditional cigarette.	FAVOR
224	Are E-Cigarettes safe?	A few years ago, ignoring that danger, the FDA sought to ban e-cigarettes as unapproved pharmaceutical products.	NONE
333	Are E-Cigarettes safe?	E-cigarettes work by heating a nicotine-containing liquid to create a vapor that users inhale.	NONE
388	Are E-Cigarettes safe?	The e-liquid in e-cigarette has a low level of toxicity, and contamination with various chemicals has been identified in the product.	AGAINST
127	Are E-Cigarettes safe?	But the World Health Organization, the London School of Hygiene and Tropical Medicine and the University of Liverpool are concerned about the safety of e-cigarettes.	NONE
341	Are E-Cigarettes safe?	New research reported in the New England Journal of Medicine on Jan. 22 indicates that vapor produced by electronic cigarettes can contain a surprisingly high concentration of formaldehyde, a known carcinogen to which long-term exposure is a recognized cause of lung cancer!	AGAINST
107	Are E-Cigarettes safe?	Researchers found that e-cigarettes operated at high voltages produce vapor with large amounts of formaldehyde-containing chemical compounds.	NONE
307	Are E-Cigarettes safe?	Despite all the uncertainty, on the one side we see anti-tobacco activists proclaiming e-cigarettes to be potentially harmful and gateway drugs to children leading to the use of real tobacco, 	AGAINST
133	Are E-Cigarettes safe?	The battery-operated e-cigarette devices have been marketed as an alternative to traditional cigarettes.	NONE
301	Are E-Cigarettes safe?	Although short term studies of e-cigarettes appear not to have found any evidence of significant harms, there are currently no solid long term data regarding the effects of inhaling the vapors produced by e-cigarettes.	FAVOR
44	Are E-Cigarettes safe?	In January 2015 the U.S. Federal Aviation Administration issued a safety alert to air carriers that e-cigarettes should not be allowed in checked baggage after a review of fire safety issues, including two fires caused by e-cigarettes in checked baggage.	AGAINST
379	Are E-Cigarettes safe?	A 2014 systematic review concluded that the risks of e-cigarettes have been exaggerated by health authorities and stated that while there may be some remaining risk, the risk of e-cigarette use is likely small compared to smoking tobacco.	FAVOR
65	Are E-Cigarettes safe?	The UK National Health Service noted that the toxic chemicals found by the FDA in e-cigarettes were at levels one-thousandth that of cigarette smoke, and that while there is no certainty that these small traces are harmless, initial test results are reassuring.	FAVOR
85	Are E-Cigarettes safe?	E-cigarettes provide nicotine to the blood quicker than nicotine inhalers.	NONE
242	Are E-Cigarettes safe?	Electronic cigarettes (known also as e-cigarettes) have also contributed.	NONE
186	Are E-Cigarettes safe?	Dr Joel Nitzkin, Chair of the Tobacco Control Task Force for the American Association of Public Health Physicians, believes the hazards posed by e-cigarettes would be much lower than one percent of that posed by smoking tobacco cigarettes.	FAVOR
159	Are E-Cigarettes safe?	In both 2010 and 2011, e-cigarette use was significantly higher among current smokers compared to both former and never smokers.	NONE
12	Are E-Cigarettes safe?	The most frequently reported less harmful effects of vaping compared to smoking were reduced shortness of breath, reduced cough, reduced spitting, and reduced sore throat.	FAVOR
35	Are E-Cigarettes safe?	It has been recommended that manufacturing quality standards be imposed in order to prevent such accidents.	NONE
28	Are E-Cigarettes safe?	A causal relationship between e-cigarettes and the reported adverse effects was not established with the exception of two severe outcomes in the United States: a death when an infant choked on the cartridges and burns when one blew up.	AGAINST
170	Are E-Cigarettes safe?	A Norwegian cohort of 51,210 people followed from the 1970s until 2003 found: no evidence that smokers who cut down their daily cigarette consumption by >50% reduce their risk of premature death significantly.	NONE
142	Are E-Cigarettes safe?	E-cigarettes are potentially harmful.	AGAINST
329	Are E-Cigarettes safe?	There is a lack of definitive evidence regarding safety of e-cigarettes.	AGAINST
281	Are E-Cigarettes safe?	Data suggest that long-term consumption of nicotine by e-cigarette smoking is likely to increase the risk of developing atherosclerosis by stimulating invasion of vascular smooth muscle cells.	AGAINST
221	Are E-Cigarettes safe?	Whether you see that development as an opportunity or a threat depends on whether you view the matter rationally or through a fog of prejudice that makes anything resembling a cigarette look sinister, regardless of the risks it actually poses.	NONE
95	Are E-Cigarettes safe?	E-cigarette are assumed to be dangerous to the fetus during pregnancy if e-cigarettes are used by the mother.	AGAINST
51	Are E-Cigarettes safe?	A lot of the cartridges and the bottles of liquid are not child-resistant, and children may be attracted to the flavored liquids.	NONE
240	Are E-Cigarettes safe?	But nearly 70 percent of smokers report they want to quit, and a little more than 42 percent say they've tried to quit during the past year.	NONE
382	Are E-Cigarettes safe?	Less serious adverse effects from e-cigarette use include throat and mouth inflammation, vomiting, nausea, and cough.	FAVOR
361	Are E-Cigarettes safe?	However, research by Roswell Park Cancer Institute in Buffalo, NY, suggests�the way particles are broken down in e-cigarettes may irritate lung tissue and cause disease.	AGAINST
178	Are E-Cigarettes safe?	 Some e-cigarettes found to contain up to 15 times the formaldehyde as combustible cigarettes.	AGAINST
41	Are E-Cigarettes safe?	The United States Fire Administration said that 25 fires and explosions were caused by e-cigarettes between 2009 and 2015.	AGAINST
321	Are E-Cigarettes safe?	In 2015, Public Health England�estimated vaping to be about 95% safer than smoking.	FAVOR
206	Are E-Cigarettes safe?	Researchers  have observed that e-cigarettes increase the susceptibility to respiratory infections in the mouse models.	AGAINST
282	Are E-Cigarettes safe?	Safety and risks associated with the e-cigarettes were always a topic of discussion since it was first launched in the Chinese markets in 2004.	NONE
254	Are E-Cigarettes safe?	R.J. Reynolds Vapor Co. is sponsoring a study to determine what potential risks there are in the vapor smoke emitted from an e-cig compared with a combustible cigarette.	NONE
342	Are E-Cigarettes safe?	David Peyton, a chemistry professor at Portland State University who helped conduct the research, says that the type of formaldehyde generated by e-cigarettes could increase the likelihood it would get deposited in the lung, leading to lung cancer.	AGAINST
4	Are E-Cigarettes safe?	Generally, some users are concerned about the possible adverse health effects or toxicity of e-cigarettes.	NONE
256	Are E-Cigarettes safe?	The researchers said that although e-cig use is increasing, �to date, there is no evidence of regular use by never-smokers or by non-smoking children.	NONE
369	Are E-Cigarettes safe?	 Use of e-ciggarettes among teens tripled from 2013 to 2014.	NONE
100	Are E-Cigarettes safe?	The belief that e-cigarettes are safer than traditional cigarettes could increase their use for pregnant women.	AGAINST
226	Are E-Cigarettes safe?	That approach was blessed by the courts, which noted that the nicotine in e-cigarettes is derived from tobacco.	NONE
352	Are E-Cigarettes safe?	E-cigarettes do not contain many of the chemicals in regular cigarettes associated with lung cancer and emphysema.	FAVOR
213	Are E-Cigarettes safe?	The U.S. Food and Drug Administration last spring announced that it was going to begin regulating e-cigarettes.	NONE
171	Are E-Cigarettes safe?	Vapers who keep on smoking � which is most of them � are fooling themselves if they think they are seriously reducing risk.	AGAINST
98	Are E-Cigarettes safe?	There are concerns about the health impacts of pediatric exposure to second-hand and third-hand e-cigarette vapor.	AGAINST
292	Are E-Cigarettes safe?	As a result, the FDA plans to propose draft regulations for e-cigarettes this fall and put them out for public comment.	NONE
215	Are E-Cigarettes safe?	And, according to the U.S. Centers for Disease Control and Prevention, more than one-quarter million teenagers who reported never having smoked a cigarette reported using e-cigarettes in 2013.	NONE
61	Are E-Cigarettes safe?	The long-term health impacts of the main chemicals nicotine and propylene glycol in the aerosol are not fully understood.	NONE
47	Are E-Cigarettes safe?	In-flight use of e-cigarettes is also prohibited in the U.S. 	NONE
32	Are E-Cigarettes safe?	In the United States the number of calls to poison control centers related to electronic cigarettes have increased between 2010 and 2014, such that they now represent 42% of reported cases due to either cigarettes and e-cigarettes up from 0.3%.	AGAINST
267	Are E-Cigarettes safe?	Scientific evidence that e-cigarettes can help people quit smoking has only recently started to appear.	NONE
200	Are E-Cigarettes safe?	Smoking e-cigarettes have been found to cause Popcorn Lung.	AGAINST
367	Are E-Cigarettes safe?	Fans claim they are far less toxic than regular cigarettes and might even help tobacco smokers quit.	FAVOR
27	Are E-Cigarettes safe?	The US Food and Drug Administration Center for Tobacco Products reported between 2008 and the beginning of 2012, 47 cases of adverse effects associated with e-cigarettes, of which eight were considered serious.	AGAINST
323	Are E-Cigarettes safe?	E-cigarette vapour might contain traces of cancer-causing chemicals like formaldehyde or toxic metals like nickel.	AGAINST
230	Are E-Cigarettes safe?	For instance, Maria Azzarelli, coordinator of the Southern Nevada Health District�s tobacco control program, recently told the Las Vegas Sun that �no one can say right now whether e-cigarettes are a healthier alternative to cigarettes.�	AGAINST
260	Are E-Cigarettes safe?	�A longitudinal, international study found that, although 85 percent of smokers who used e-cigarettes reported using them to quit, e-cigarette users did not quit more frequently than nonusers,� researchers said.	NONE
288	Are E-Cigarettes safe?	The chemical mixture vaporized is typically composed of nicotine, propylene glycol, and other chemicals.	NONE
162	Are E-Cigarettes safe?	Although e-cigarettes appear to have far fewer of the toxins found in smoke compared with traditional cigarettes, the impact of e-cigarettes on long-term health must be studied.	FAVOR
350	Are E-Cigarettes safe?	"The study heaps praise on e-cigarettes with the chief executive of the RSPH, Shirley Cramer commenting �getting people on to nicotine rather than using tobacco would make a big difference to the public�s health"". "	FAVOR
138	Are E-Cigarettes safe?	Instead of smoke, e-cigarettes produce aerosols, tiny liquid particles suspended in a puff of air.	NONE
62	Are E-Cigarettes safe?	There is limited peer-reviewed data about the toxicity of e-cigarettes for a complete toxicological evaluation, or one of their cytotoxicity.	NONE
135	Are E-Cigarettes safe?	There's a perception that e-cigarettes are healthier than regular cigarettes, or at least not as harmful as regular cigarettes, said John P. Richie Jr., professor of public health sciences and pharmacology.	FAVOR
128	Are E-Cigarettes safe?	Three quarters of e-cigarettes tested by Harvard scientists contained the chemical diacetyl which is known to cause lung damage.	AGAINST
8	Are E-Cigarettes safe?	One review noted that reports of adverse effects of e-cigarettes decreased over time	FAVOR
64	Are E-Cigarettes safe?	The chemicals used in e-cigarettes are similar in toxicity to other nicotine replacement products, but there is not enough data to draw conclusions.	AGAINST
300	Are E-Cigarettes safe?	E-cigarettes are useful adjuncts to smoking cessation.	NONE
